started_at,2022-03-04 12:40:59.834779+00:00
completed_at,2022-03-07 10:35:20.808849+00:00
""
Resource Utilization
Resource ID,Resource name,Utilization Ratio,Tasks Allocated,Worked Time (seconds),Available Time (seconds),Pool ID,Pool name
sid-A6F8AB76-7589-4280-A833-B353A4238C38_1,Credit Officer_1,0.4845285684170997,14,10301.549329290174,21260.974069999993,sid-A6F8AB76-7589-4280-A833-B353A4238C38,Credit Officer
sid-A6F8AB76-7589-4280-A833-B353A4238C38_2,Credit Officer_2,0.4893476711908704,12,10404.008148403978,21260.974069999993,sid-A6F8AB76-7589-4280-A833-B353A4238C38,Credit Officer
sid-09FFCEBC-C60F-40D8-8AE7-2C4CB5DCF798_1,Clerk_1,0.4671036076588298,10,8249.504702866043,17660.974069999993,sid-09FFCEBC-C60F-40D8-8AE7-2C4CB5DCF798,Clerk
sid-09FFCEBC-C60F-40D8-8AE7-2C4CB5DCF798_2,Clerk_2,0.5393303072555642,10,9525.098571605648,17660.974069999993,sid-09FFCEBC-C60F-40D8-8AE7-2C4CB5DCF798,Clerk
sid-13AFF558-4B56-4722-A649-AE8CCAFC2EC7_1,System_1,0.0,11,0.0,251480.97407,sid-13AFF558-4B56-4722-A649-AE8CCAFC2EC7,System
""
Individual Task Statistics
Name,Count,Min Duration,Max Duration,Avg Duration,Total Duration,Min Waiting Time,Max Waiting Time,Ave Waiting Time,Total Waiting Time,Min Processing Time,Max Processing Time,Ave Processing Time,Total Processing Time,Min Cycle Time,Max Cycle Time,Ave Cycle Time,Total Cycle Time,Min Idle Time,Max Idle Time,Ave Idle Time,Total Idle Time,Min Idle Cycle Time,Max Idle Cycle Time,Ave Idle Cycle Time,Total Idle Cycle Time,Min Idle Processing Time,Max Idle Processing Time,Ave Idle Processing Time,Total Idle Processing Time,Min Cost,Max Cost,Ave Cost,Total Cost
Check income sources,10,1.7976931348623157e+308,0,0,0,0,1778.6914918354014,773.0163611233171,7730.163611233171,794.6136324095696,1708.42020525389,1189.6785028621834,11896.785028621834,794.6136324095696,3133.381166370472,1962.6948639855007,19626.948639855007,0.0,231169.91608741245,23116.991608796918,231169.91608796918,794.6136324095696,232196.03527599998,25079.68647278242,250796.8647278242,794.6136324095696,232196.03527599998,24306.670111659103,243066.70111659102,5.5181502250664565,11.864029203152015,8.261656269876273,82.61656269876273
Check credit history,10,1.7976931348623157e+308,0,0,0,0,1874.823064774386,614.6351297252232,6146.351297252232,479.9046877695009,749.7187478026314,587.7818245849865,5877.818245849864,490.20428984497113,2624.5418125770175,1202.4169543102096,12024.169543102096,0.0,231169.91608659193,23116.991608831504,231169.91608831505,490.20429,231803.252638,24319.408563141715,243194.08563141714,479.90468799999996,231803.252638,23704.773433416492,237047.7343341649,3.3326714428437563,5.206380193073829,4.081818226284628,40.81818226284628
Assess application,13,1.7976931348623157e+308,0,0,0,0.0,539.1476923686914,80.87645942286872,1051.3939724972934,173.77321395366565,3180.002042073679,1013.5591542147389,13176.269004791606,173.77321395366565,3180.002042073679,1094.4356136376077,14227.6629772889,0.0,3.451501129347889e-07,9.731348663640696e-08,1.2650753262732906e-06,173.77321399998618,3180.002042073679,1094.4356137349212,14227.662978553975,173.77321399998618,3180.002042073679,1013.5591543120524,13176.269006056682,1.689461802327305,30.91668652016077,9.854047332643297,128.10261532436286
Notify rejection,11,1.7976931348623157e+308,0,0,0,0.0,2486.7596874157,1024.7266189229192,11271.99280815211,225.01893739455136,800.5637874467457,569.1256044252405,6260.381648677645,613.6969908201371,3211.0367438300127,1593.8522233481597,17532.374456829755,0.0,3.480045052128844e-07,4.798801001015818e-08,5.2786811011174e-07,613.6969910000007,3211.0367438300127,1593.8522233961478,17532.374457357626,225.01893739455136,800.5637874467457,569.1256044732285,6260.381649205513,2.1876841135581384,7.783259044621138,5.533165598578726,60.864821584365984
Make credit offer,2,1.7976931348623157e+308,0,0,0,0.0,0,0.0,0.0,588.564996147179,680.3418280777287,634.4534121124539,1268.9068242249077,588.564996147179,680.3418280777287,634.4534121124539,1268.9068242249077,0.0,0,0.0,0.0,588.564996147179,680.3418280777287,634.4534121124539,1268.9068242249077,588.564996147179,680.3418280777287,634.4534121124539,1268.9068242249077,5.72215968476424,6.614434439644584,6.168297062204412,12.336594124408824
Receive customer feedback,11,1.7976931348623157e+308,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
""
Overall Scenario Statistics
KPI,Min,Max,Average,Accumulated Value,Trace Ocurrences
cycle_time,60.64102300000377,10058.01641,4629.193025200001,46291.93025200001,10
processing_time,-2806.202534,6146.542182,3032.2257623,30322.257623,10
idle_cycle_time,3393.988934,236890.724936,28312.2014165,283122.014165,10
idle_processing_time,1630.048172,234023.881379,26715.234153600002,267152.341536,10
waiting_time,432.871724,4870.022091,2123.3764263999997,21233.764263999998,10
idle_time,0.0,236830.083913,23683.0083913,236830.083913,10
